name,label,data_type,value_labels,n_missing,complete_rate,n_unique,empty,min,median,max,mean,sd,whitespace,hist,format.stata
LLINarm,Type of LLIN randomized to,numeric,"1. PBO,
2. Royal Guard",0,1,,, 1.0e+00, 1.0e+00, 2.0e+00,1.4765453748356,0.499504326793813,,▇▁▁▁▇,%11.0g
LLINdistmonth,Month LLINs distributed,numeric,,0,1,,, 7.3e+02, 7.3e+02, 7.3e+02,731.465366067514,1.58905954811663,,▇▇▁▁▆,%tmMon_YY
hhnum,Household number,numeric,,0,1,,, 1.0e+00, 1.1e+02, 1.4e+03,176.971942130644,183.56189228244,,▇▂▁▁▁,%8.0g
hhid,Household ID,numeric,,0,1,,, 3.0e+08, 3.3e+08, 3.6e+08,332235442.206488,18487340.1184578,,▇▇▇▇▇,%16.0f
hhid2,Household ID2,numeric,,0,1,,, 3.0e+08, 3.3e+08, 3.6e+08,332235440.022139,18487336.4350142,,▇▇▇▇▇,%12.0g
enrolled,Household enrolled?,numeric,"0. No,
1.  Yes",0,1,,, 0.0e+00, 1.0e+00, 1.0e+00,0.73914949583516,0.439146663111511,,▃▁▁▁▇,%17.0g
conducting_survey,Whether or not the survey was conducted,numeric,"0. No,
1.  Yes",0,1,,, 0.0e+00, 1.0e+00, 1.0e+00,0.73914949583516,0.439146663111511,,▃▁▁▁▇,%8.0g
exclreason,Reason for exclusion,numeric,"-9. Skipped or NA,
1. Dwelling destroyed or not found,
2. Household vacant,
3. Unable to locate adult x 3 attempts,
4. No Adult resident aged 18 or older present,
5. Adult is not a usual resident, present on the previous night,
6. Adult resident not willing to provide informed consent",0,1,,,-9.0e+00,-9.0e+00, 6.0e+00,-5.88491889522139,5.28550330129405,,▇▁▁▂▁,%60.0g
npeople,Number of people live in the house (permanent residents),numeric,,0,1,,,-9.0e+00, 4.0e+00, 2.2e+01,1.31652783866724,6.4209038037386,,▅▃▇▁▁,%8.0g
NUMPEOP,Number of people based on household members,numeric,,1190,0.73914949583516,,, 1.0e+00, 5.0e+00, 1.8e+01,4.95432977461447,2.20897059918552,,▇▆▂▁▁,%9.0g
allagesscreened,Number all ages eligible for clinical survey,numeric,,1190,0.73914949583516,,, 0.0e+00, 2.0e+00, 8.0e+00,1.77342823250297,1.03468463025192,,▇▇▁▁▁,%9.0g
allagesconsented,Number all ages consented for clinical survey,numeric,,1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 5.0e+00,1.34015421115065,0.69341161919242,,▇▃▁▁▁,%9.0g
BSdoneallages,Number all ages with BS done,numeric,,1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 5.0e+00,1.34015421115065,0.69341161919242,,▇▃▁▁▁,%9.0g
BSposallages,Number all ages with positive BS,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 4.0e+00,0.371589561091341,0.596488856379885,,▇▃▁▁▁,%9.0g
age2to10,Number 2-10 years old based on household members,numeric,,1190,0.73914949583516,,, 0.0e+00, 2.0e+00, 8.0e+00,1.77342823250297,1.03468463025192,,▇▇▁▁▁,%21.0g
age2to10consented,Number 2-10 years consented for clinical survey,numeric,,1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 5.0e+00,1.34015421115065,0.69341161919242,,▇▃▁▁▁,%9.0g
BSdone2to10,Number 2-10 years with BS done,numeric,,1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 5.0e+00,1.34015421115065,0.69341161919242,,▇▃▁▁▁,%9.0g
BSpos2to10,Number 2-10 years with positive BS,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 4.0e+00,0.371589561091341,0.596488856379885,,▇▃▁▁▁,%9.0g
age2to4,Number of 2-4 years old based on household members,numeric,,1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 4.0e+00,0.66459074733096,0.656223686645988,,▇▇▁▁▁,%20.0g
age2to4consented,Number 2-4 years consented for clinical survey,numeric,,1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 3.0e+00,0.568801897983393,0.597889584129867,,▇▇▁▁▁,%9.0g
Hbdone,Number 2-4 years with Hb done,numeric,,1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 3.0e+00,0.565836298932385,0.59772741313119,,▇▇▁▁▁,%9.0g
Hblessthan11,Number 2-4 years with Hb < 11 gm/dl,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 2.0e+00,0.109430604982205,0.324341336419067,,▇▁▁▁▁,%9.0g
Hblessthan10,Number 2-4 years with Hb < 10 gm/dl,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 2.0e+00,0.0367734282325022,0.194434651868631,,▇▁▁▁▁,%9.0g
Hblessthan8,Number 2-4 years with Hb < 8 gm/dl,numeric,,1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 2.0e+00,0.00474495848161309,0.0729187253831839,,▇▁▁▁▁,%9.0g
swater,Main drinking water source,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
10. borehole,
11. pipe into dwelling,
12. piped into yard/compound,
13. public tap,
14. Private/personal tap,
15. Tap in the neighborhood,
21. open well in yard/compound,
22. open public well,
31. protected well in yard/compound,
32. protected public well,
41. protected spring,
42. unprotected spring,
43. river/stream,
44. pond/lake,
45. dam,
51. rainwater,
61. water truck,
71. bottled water,
96. other",0,1,,,-9.0e+00, 1.0e+01, 5.1e+01,7.7275317843052,12.4713952207438,,▃▇▁▁▁,%31.0g
swaterCOL,Main source of drinking water collapsed,numeric,"-8. Refused to answer,
1. Piped or bottled water,
2. Well water,
3. Open water source",0,1,,,-9.0e+00, 1.0e+00, 3.0e+00,-1.4618588338448,4.50447080979269,,▃▁▁▁▇,%22.0g
otherscs,other source of water,character,,0,1,2,0,2,,25,,,0,,%25s
tfaclty,Toilet facility,numeric,"-9. Skipped or NA,
-7. Don't know,
1. flush toilet,
2. vip latrine,
3. covered pit latrine no slab,
4. covered pit latrine w/slab,
5. uncovered pit latrine no slab,
6. uncovered pit latrine w/slab,
7. composting  toilet,
8. no facility/bush/field,
96. other",0,1,,,-9.0e+00, 3.0e+00, 8.0e+00,0.614423498465574,5.82185983580629,,▅▁▁▇▃,%29.0g
tfacltyCOL,Toilet facility collapsed,numeric,"1. Flush,
2. Covered pit latrine,
3. Uncovered pit latrine,
4. No latrine",0,1,,,-9.0e+00, 2.0e+00, 4.0e+00,-0.609820254274433,5.00864151406359,,▃▁▁▁▇,%21.0g
sanitationcat,Improved or unimproved sanitation,numeric,"0. uncovered pit latrine or no facility,
1. flush toilet, vip or covered pit latrine",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.09316089434459,4.12380766473853,,▃▁▁▁▇,%40.0g
otherfcy,other kind of toilet,character,,0,1,2,0,2,,51,,,0,,%51s
fueltype,Fuel type used for cooking,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
1. electricity,
2. lpg/natural gas,
3. biogas,
4. paraffin/kerosene,
5. charcoal,
6. firewood,
7. straw/shrubs/grass,
8. animal dung,
95. no food cooked in household,
96. other",0,1,,,-9.0e+00, 6.0e+00, 9.5e+01,1.95352915387988,6.78831017628592,,▇▁▁▁▁,%27.0g
fueltypeCOL,Type of fuel mainly used for cooking collapsed,numeric,"1. Synthetic fuel,
2. Charcoal,
3. Firewood,
95. No food cooked in house",0,1,,,-9.0e+00, 3.0e+00, 9.5e+01,-0.248355984217446,5.55867257103727,,▇▁▁▁▁,%23.0g
otherfuel,other fuel type,numeric,,0,1,,,-9.0e+00,-9.0e+00,-9.0e+00,-9,0,,▁▁▇▁▁,%8.0g
senergy,main lighting energy source,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
1. electricity,
2. solar,
3. gas,
4. paraffin - hurricane lamp,
5. paraffin - pressure lamp,
6. paraffin - wick lamp,
7. firewood,
8. candles,
9. torch/battery powered lamp,
10. Phone,
96. other",0,1,,,-9.0e+00, 2.0e+00, 1.0e+01,0.941911442349849,6.56179381153084,,▅▁▇▁▅,%26.0g
senergyCOL,Main source of energy for lighting collapsed,numeric,"-8. Refused to answer,
1. Electricity/Solar/battery powered,
2. Gas or paraffin,
3. Firewood or candles",0,1,,,-9.0e+00, 1.0e+00, 3.0e+00,-1.48465585269619,4.48431273580423,,▃▁▁▁▇,%33.0g
othereng,other lighting source,character,,0,1,5,0,2,,21,,,0,,%21s
mmfloor,Main floor material,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
11. earth or sand,
12. earth and dung,
31. parquet or polished wood,
33. mosaic or tiles,
34. bricks,
35. cement/concrete,
36. stones,
96. other",0,1,,,-9.0e+00, 1.2e+01, 3.6e+01,13.4839982463832,16.6826481784521,,▅▁▇▁▆,%24.0g
mmfloorCOL,Main material of floor collapsed,numeric,"0. Earth,
1. Not earth",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.03485313459009,4.15991084306291,,▃▁▁▁▇,%9.0g
othermmf,other floor material,numeric,,0,1,,,-9.0e+00,-9.0e+00,-9.0e+00,-9,0,,▁▁▇▁▁,%8.0g
mmroof,main roof material,numeric,"-9. Skipped,
-7. Don't know,
11. thatched (including papyrus),
12. mud,
21. wood/planks,
22. iron sheets,
23. asbestos,
24. tiles,
25. tin,
26. cement,
96. other",0,1,,,-9.0e+00, 1.1e+01, 2.6e+01,10.5681718544499,12.5313664651611,,▅▁▆▁▇,%28.0g
mmroofCOL,Main materials roof collapsed,numeric,"0. Natural materials(mud/wood/thatched),
1. Synthetic materials",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-1.91429197720297,4.23103577224356,,▃▁▁▁▇,%36.0g
othermmr,other roof material,numeric,,0,1,,,-9.0e+00,-9.0e+00,-9.0e+00,-9,0,,▁▁▇▁▁,%8.0g
mmewalls,exterior wall material,numeric,"-9. Skipped or NA,
-7. Don't know,
11. thatched/straw,
21. mud and poles,
22. un-burnt bricks,
23. un-burnt bricks with plaster/cement,
24. burnt bricks with mud,
31. cement blocks,
32. stone,
33. timber,
34. burnt bricks with plaster/cement,
35. iron sheets,
36. un-burnt bricks with mud,
37. tarpaulin and poles,
96. other",0,1,,,-9.0e+00, 3.4e+01, 3.6e+01,20.1933362560281,18.1389644051509,,▅▁▁▃▇,%35.0g
mmewallsCOL,main wall materials collapsed,numeric,"0. Natural materials,
1. Synthetic or processed materials",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-1.98268303375713,4.19126245684607,,▃▁▁▁▇,%32.0g
othermme,Specify other material of the exterior walls,numeric,,0,1,,,-9.0e+00,-9.0e+00,-9.0e+00,-9,0,,▁▁▇▁▁,%8.0g
eaves,Eaves present?,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-1.92437527400263,4.22526487818721,,▃▁▁▁▇,%17.0g
eavetype,Type of eaves,numeric,"-9. Skipped or NA,
-7. Don't know,
1. Open,
2. Closed",0,1,,,-9.0e+00,-9.0e+00, 2.0e+00,-4.59622972380536,5.15083292684034,,▇▁▁▁▆,%13.0g
eaveCOL,Type of eaves collapsed,numeric,"1. No eaves,
2. Closed eaves,
3. Open eaves",1190,0.73914949583516,,, 1.0e+00, 2.0e+00, 3.0e+00,1.91399762752076,0.872646950423458,,▇▁▅▁▆,%12.0g
housetype,"Housetype based on walls, roof, and eaves",numeric,"0. Traditional,
1. Modern",1190,0.73914949583516,,, 0.0e+00, 0.0e+00, 1.0e+00,0.4638196915777,0.498763229334093,,▇▁▁▁▇,%11.0g
windows,Household has windows?,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-1.9721613327488,4.19747850541133,,▃▁▁▁▇,%17.0g
covered,Windows covered?,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-5.26479614204294,4.81952576541166,,▇▁▁▁▅,%17.0g
screened,Windows screened?,numeric,"0. No,
1. Yes",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-5.59140727750983,4.39938763067612,,▇▁▁▁▅,%8.0g
airbricks,Is the house having vent/air bricks any where?,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,, 0.0e+00, 0.0e+00, 1.0e+00,0.321569487067073,0.467129943623726,,▇▁▁▁▃,%17.0g
scrairbricks,Are the vent/air bricks screened?,numeric,"-9. Skipped or NA,
-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00,-9.0e+00, 1.0e+00,-6.08329679964925,4.23944443374421,,▇▁▁▁▃,%17.0g
hhrooms,Sleeping rooms,numeric,"-8. Refused to answer,
-7. Don't know",0,1,,,-9.0e+00, 1.0e+00, 1.0e+01,-0.877904427882503,4.89958346887326,,▃▁▇▂▁,%17.0g
crowding,Number of persons per room used for sleeping,numeric,,1190,0.73914949583516,,, 5.0e-01, 2.5e+00, 1.0e+01,2.76374060749866,1.17455953960267,,▇▇▁▁▁,%9.0g
crowdingCOL,Number of persons per room used for sleeping dichotomized,numeric,"0. 3 or more persons per room used for sleeping,
1. Less than 3 persons per room used for sleeping",1190,0.73914949583516,,, 0.0e+00, 1.0e+00, 1.0e+00,0.546856465005932,0.497873460186498,,▆▁▁▁▇,%46.0g
hhspaces,Sleeping spaces,numeric,"-8. Refused to answer,
-7. Don't know",0,1,,,-9.0e+00, 2.0e+00, 1.0e+01,-0.126918018412968,5.40780523689913,,▅▁▆▇▁,%17.0g
houseshape,Is the house rectangular or circular? (main sleeping structure only),numeric,"1. Rectangular,
2. Circular,
3. Triangular,
4. Other",0,1,,,-9.0e+00, 1.0e+00, 4.0e+00,-1.3958790004384,4.53486681143082,,▃▁▁▇▃,%11.0g
perimeter,What is the perimeter of the house?,numeric,,0,1,,,-9.0e+00,-9.0e+00, 4.0e+01,-4.36253836108171,9.35843586186287,,▇▁▁▁▁,%9.0g
houselength,What is the length of the front facing wall?,numeric,,0,1,,,-9.0e+00, 3.0e+00, 5.0e+01,-0.00565541426034893,9.56763360633307,,▇▇▁▁▁,%9.0g
housewidth,What is the width of the house? (wall perpendicular to the front facing wall),numeric,,0,1,,,-9.0e+00, 2.3e+00, 3.5e+01,-1.1025427438381,8.01551322194107,,▇▇▁▁▁,%9.0g
electricity,does hh have electricity,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.2404647084612,4.0274004028113,,▃▁▁▁▇,%17.0g
radio,Radio,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.00986409469531,4.17503874252531,,▃▁▁▁▇,%17.0g
cassette,Cassette player,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.2851819377466,3.99659958235248,,▃▁▁▁▇,%17.0g
tv,Television,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.24419114423499,4.0248616505048,,▃▁▁▁▇,%17.0g
fridge,Refrigerator,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.33537921964051,3.96113739603686,,▃▁▁▁▇,%17.0g
tble,Table,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-1.90223586146427,4.23789394093812,,▃▁▁▁▇,%17.0g
chair,Chairs,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-1.70363875493204,4.3444975517963,,▃▁▁▁▇,%17.0g
sofa,Sofa set,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.24967119684349,4.0211190047253,,▃▁▁▁▇,%17.0g
bed,Bed,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-1.76874177992108,4.31085022214388,,▃▁▁▁▇,%17.0g
cupboard,Cupboard,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.25997369574748,4.01405312550489,,▃▁▁▁▇,%17.0g
clock,Clock,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.31302060499781,3.9770501071143,,▃▁▁▁▇,%17.0g
mobile,Mobile phone,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 1.0e+00, 1.0e+00,-1.75361683472161,4.31877819073658,,▃▁▁▁▇,%17.0g
watch,Watch,numeric,"-8. Refused to answer,
-7. Don't know,
0. No,
1. Yes",0,1,,,-9.0e+00, 0.0e+00, 1.0e+00,-2.28605874616396,3.99598826824043,,▃▁▁▁▇,%17.0g
